age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
36,management,divorced,tertiary,b'eWVz',36,b'bm8=',no,cellular,6,aug,836,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
45,management,divorced,tertiary,b'bm8=',1,b'bm8=',no,cellular,6,aug,490,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
47,technician,married,secondary,b'bm8=',2480,b'bm8=',no,cellular,6,aug,763,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
42,technician,married,tertiary,b'bm8=',14282,b'eWVz',no,cellular,6,aug,649,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
40,management,single,tertiary,b'bm8=',0,b'bm8=',no,cellular,6,aug,641,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
40,technician,divorced,secondary,b'bm8=',311,b'bm8=',no,cellular,6,aug,738,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,technician,married,secondary,b'bm8=',560,b'bm8=',no,cellular,6,aug,1044,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,technician,single,secondary,b'bm8=',3059,b'bm8=',yes,cellular,6,aug,482,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,self-employed,married,tertiary,b'bm8=',1423,b'bm8=',no,cellular,6,aug,1249,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
46,blue-collar,married,primary,b'bm8=',874,b'bm8=',no,cellular,6,aug,996,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
50,admin.,married,secondary,b'bm8=',706,b'eWVz',no,cellular,6,aug,1250,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
51,blue-collar,married,primary,b'bm8=',7098,b'bm8=',no,cellular,6,aug,1471,7,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
30,management,single,tertiary,b'bm8=',5389,b'bm8=',no,cellular,6,aug,1456,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
39,technician,single,secondary,b'bm8=',1104,b'bm8=',no,cellular,7,aug,395,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
47,admin.,married,secondary,b'bm8=',3070,b'bm8=',no,cellular,7,aug,663,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
40,technician,divorced,secondary,b'bm8=',0,b'bm8=',no,cellular,7,aug,674,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
50,blue-collar,married,primary,b'bm8=',4108,b'eWVz',no,cellular,7,aug,526,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
60,management,married,tertiary,b'bm8=',0,b'bm8=',no,cellular,7,aug,401,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,management,single,tertiary,b'bm8=',4291,b'bm8=',no,cellular,7,aug,1321,9,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
57,technician,married,tertiary,b'bm8=',6822,b'bm8=',no,cellular,7,aug,797,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
41,self-employed,married,tertiary,b'bm8=',231,b'bm8=',no,cellular,7,aug,352,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
50,technician,married,secondary,b'bm8=',3176,b'bm8=',no,cellular,7,aug,670,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
46,technician,divorced,secondary,b'bm8=',-824,b'eWVz',no,cellular,7,aug,429,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,management,married,tertiary,b'bm8=',676,b'bm8=',no,cellular,7,aug,1182,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,technician,single,secondary,b'bm8=',651,b'bm8=',no,cellular,7,aug,876,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
45,technician,divorced,secondary,b'bm8=',2657,b'bm8=',no,cellular,7,aug,895,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,technician,divorced,secondary,b'bm8=',801,b'bm8=',no,cellular,7,aug,341,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
47,services,married,secondary,b'bm8=',405,b'bm8=',yes,cellular,8,aug,994,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
35,management,married,tertiary,b'bm8=',82,b'bm8=',no,cellular,8,aug,507,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
38,management,married,tertiary,b'bm8=',179,b'bm8=',no,unknown,8,aug,317,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,management,married,tertiary,b'bm8=',1047,b'bm8=',no,cellular,8,aug,512,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
44,technician,single,secondary,b'bm8=',7138,b'bm8=',no,cellular,8,aug,809,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,management,single,tertiary,b'bm8=',165,b'bm8=',yes,cellular,8,aug,523,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,management,single,tertiary,b'bm8=',37,b'bm8=',no,cellular,8,aug,669,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
49,services,married,secondary,b'bm8=',823,b'bm8=',no,cellular,8,aug,780,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
52,services,married,primary,b'bm8=',1625,b'bm8=',no,cellular,8,aug,459,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,technician,married,tertiary,b'bm8=',120,b'bm8=',no,cellular,8,aug,1000,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
35,management,married,tertiary,b'bm8=',2957,b'eWVz',yes,cellular,8,aug,733,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,management,single,tertiary,b'bm8=',2,b'bm8=',no,cellular,8,aug,848,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,technician,divorced,secondary,b'bm8=',1,b'bm8=',no,cellular,8,aug,1242,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
39,management,married,tertiary,b'bm8=',1795,b'bm8=',no,cellular,8,aug,922,7,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
46,management,married,tertiary,b'bm8=',4,b'bm8=',no,cellular,8,aug,1206,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
48,blue-collar,married,primary,b'bm8=',476,b'bm8=',no,cellular,11,aug,856,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,management,married,tertiary,b'bm8=',9,b'bm8=',no,cellular,11,aug,386,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
30,management,married,tertiary,b'bm8=',131,b'eWVz',no,cellular,11,aug,384,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,management,single,tertiary,b'bm8=',1120,b'bm8=',no,cellular,11,aug,1070,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
57,housemaid,married,primary,b'bm8=',2785,b'bm8=',no,cellular,11,aug,610,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,management,single,tertiary,b'bm8=',0,b'bm8=',no,cellular,11,aug,699,7,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
35,management,married,tertiary,b'bm8=',43,b'bm8=',no,cellular,11,aug,917,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
53,management,married,tertiary,b'bm8=',0,b'bm8=',no,cellular,11,aug,608,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
41,management,married,secondary,b'bm8=',456,b'eWVz',no,cellular,11,aug,734,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,management,single,secondary,b'bm8=',2018,b'bm8=',no,cellular,11,aug,1238,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
41,management,married,tertiary,b'bm8=',0,b'bm8=',no,cellular,11,aug,1242,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
35,technician,single,secondary,b'bm8=',354,b'bm8=',no,cellular,11,aug,444,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
48,blue-collar,married,primary,b'bm8=',719,b'bm8=',yes,cellular,11,aug,418,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,management,married,tertiary,b'bm8=',828,b'bm8=',yes,cellular,11,aug,1080,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
47,blue-collar,married,secondary,b'bm8=',2787,b'bm8=',no,cellular,11,aug,479,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
46,unemployed,married,secondary,b'bm8=',2551,b'bm8=',no,cellular,12,aug,645,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
60,retired,married,secondary,b'bm8=',2722,b'bm8=',no,cellular,12,aug,506,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
39,management,married,secondary,b'bm8=',1880,b'bm8=',no,cellular,12,aug,768,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
57,blue-collar,married,primary,b'bm8=',2112,b'bm8=',no,cellular,12,aug,1134,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,unemployed,divorced,secondary,b'bm8=',871,b'bm8=',no,cellular,12,aug,396,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
30,management,married,secondary,b'bm8=',850,b'bm8=',no,cellular,12,aug,507,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,technician,married,secondary,b'bm8=',3243,b'bm8=',no,cellular,12,aug,439,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
30,management,married,tertiary,b'bm8=',1567,b'eWVz',no,cellular,12,aug,1133,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,technician,single,secondary,b'eWVz',12,b'bm8=',no,cellular,12,aug,587,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
49,blue-collar,married,primary,b'bm8=',128,b'bm8=',no,cellular,12,aug,696,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
49,blue-collar,married,secondary,b'bm8=',553,b'bm8=',no,cellular,12,aug,645,8,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
40,unemployed,divorced,secondary,b'bm8=',1694,b'bm8=',no,cellular,12,aug,473,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
49,blue-collar,married,primary,b'bm8=',408,b'bm8=',no,cellular,12,aug,559,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
38,management,married,tertiary,b'bm8=',1223,b'bm8=',no,cellular,12,aug,1092,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,management,single,tertiary,b'bm8=',1858,b'bm8=',no,cellular,12,aug,453,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,management,married,tertiary,b'bm8=',520,b'eWVz',no,cellular,12,aug,1307,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
39,management,married,tertiary,b'bm8=',271,b'eWVz',no,cellular,12,aug,1344,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
40,management,married,secondary,b'bm8=',4396,b'bm8=',no,cellular,12,aug,432,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
47,technician,married,secondary,b'bm8=',568,b'eWVz',no,cellular,12,aug,1613,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
37,technician,single,secondary,b'bm8=',3665,b'bm8=',no,cellular,12,aug,664,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
44,technician,single,secondary,b'bm8=',244,b'eWVz',no,cellular,12,aug,1735,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
55,management,married,tertiary,b'bm8=',568,b'bm8=',no,cellular,12,aug,940,10,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
40,technician,married,secondary,b'bm8=',42,b'bm8=',no,cellular,13,aug,1842,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
54,retired,married,primary,b'bm8=',309,b'bm8=',no,cellular,13,aug,969,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
35,technician,married,secondary,b'bm8=',-180,b'bm8=',yes,cellular,13,aug,823,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,technician,single,tertiary,b'bm8=',34646,b'bm8=',no,telephone,13,aug,618,9,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,management,divorced,tertiary,b'bm8=',59,b'bm8=',no,cellular,13,aug,526,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
37,management,married,tertiary,b'bm8=',4436,b'bm8=',no,cellular,13,aug,846,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
37,technician,single,secondary,b'bm8=',-242,b'eWVz',no,cellular,13,aug,1149,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
50,self-employed,married,secondary,b'bm8=',10052,b'bm8=',no,cellular,13,aug,665,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
58,retired,married,tertiary,b'bm8=',0,b'bm8=',no,cellular,13,aug,641,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
52,technician,divorced,secondary,b'bm8=',152,b'bm8=',no,cellular,13,aug,404,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,management,married,tertiary,b'bm8=',156,b'bm8=',no,cellular,13,aug,657,7,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
40,management,married,tertiary,b'bm8=',66,b'bm8=',no,cellular,13,aug,737,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,management,single,tertiary,b'bm8=',9827,b'eWVz',no,cellular,13,aug,871,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
53,services,married,secondary,b'bm8=',6170,b'bm8=',no,cellular,13,aug,838,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
43,management,married,tertiary,b'bm8=',2383,b'bm8=',no,cellular,13,aug,379,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
30,technician,single,tertiary,b'bm8=',635,b'bm8=',no,cellular,13,aug,851,8,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,technician,single,secondary,b'bm8=',16,b'bm8=',no,cellular,13,aug,990,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
48,admin.,divorced,secondary,b'bm8=',362,b'bm8=',no,cellular,13,aug,529,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,management,married,tertiary,b'bm8=',191,b'bm8=',no,cellular,13,aug,1148,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
37,management,single,tertiary,b'bm8=',455,b'eWVz',no,cellular,13,aug,904,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
57,technician,divorced,secondary,b'bm8=',3043,b'bm8=',no,cellular,14,aug,707,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
55,retired,married,primary,b'bm8=',3334,b'bm8=',no,cellular,14,aug,632,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,technician,married,tertiary,b'bm8=',8029,b'eWVz',no,cellular,14,aug,593,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
44,entrepreneur,married,tertiary,b'bm8=',624,b'bm8=',no,telephone,14,aug,552,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
35,management,single,tertiary,b'bm8=',331,b'bm8=',no,cellular,14,aug,857,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,housemaid,married,primary,b'bm8=',2929,b'bm8=',no,cellular,14,aug,518,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
49,services,married,secondary,b'bm8=',1314,b'bm8=',no,cellular,14,aug,834,14,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
30,technician,married,secondary,b'bm8=',289,b'eWVz',no,cellular,14,aug,1184,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,management,single,tertiary,b'bm8=',20,b'bm8=',no,cellular,14,aug,1151,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
56,blue-collar,married,primary,b'bm8=',8163,b'bm8=',no,cellular,14,aug,1231,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
50,management,single,tertiary,b'bm8=',1200,b'bm8=',no,cellular,14,aug,904,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,technician,single,secondary,b'bm8=',1732,b'eWVz',no,cellular,14,aug,1871,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
45,technician,single,tertiary,b'bm8=',0,b'bm8=',no,cellular,18,aug,773,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
52,management,married,tertiary,b'bm8=',576,b'bm8=',no,cellular,18,aug,762,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
60,blue-collar,married,primary,b'bm8=',493,b'bm8=',no,cellular,18,aug,671,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
47,management,married,tertiary,b'bm8=',682,b'bm8=',no,cellular,18,aug,638,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,technician,single,secondary,b'bm8=',0,b'bm8=',no,cellular,18,aug,594,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
55,blue-collar,married,primary,b'bm8=',3485,b'bm8=',no,cellular,18,aug,625,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,management,single,tertiary,b'bm8=',2944,b'bm8=',no,cellular,18,aug,882,8,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
46,technician,married,secondary,b'bm8=',1353,b'bm8=',no,cellular,18,aug,528,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
55,management,divorced,tertiary,b'bm8=',0,b'bm8=',no,cellular,18,aug,309,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
30,management,single,tertiary,b'bm8=',1541,b'bm8=',no,cellular,18,aug,471,8,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
54,blue-collar,married,secondary,b'bm8=',548,b'bm8=',no,cellular,18,aug,520,7,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,management,divorced,tertiary,b'bm8=',254,b'bm8=',no,cellular,18,aug,1576,8,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
46,technician,single,tertiary,b'bm8=',4414,b'bm8=',no,cellular,18,aug,504,7,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
61,management,married,secondary,b'bm8=',985,b'bm8=',no,cellular,18,aug,998,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
58,retired,married,primary,b'bm8=',1241,b'bm8=',no,cellular,18,aug,194,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
38,technician,single,secondary,b'bm8=',3278,b'bm8=',no,cellular,19,aug,645,14,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
49,technician,married,secondary,b'bm8=',412,b'bm8=',no,cellular,19,aug,1293,8,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
43,management,single,tertiary,b'bm8=',483,b'bm8=',no,cellular,19,aug,950,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
52,management,married,tertiary,b'bm8=',7135,b'bm8=',no,cellular,19,aug,1032,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,self-employed,single,tertiary,b'bm8=',61,b'bm8=',no,cellular,19,aug,836,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,management,married,tertiary,b'bm8=',1412,b'eWVz',no,unknown,19,aug,480,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
53,management,married,tertiary,b'bm8=',15,b'bm8=',no,cellular,20,aug,921,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
40,admin.,single,tertiary,b'bm8=',27,b'bm8=',no,cellular,20,aug,467,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
44,self-employed,married,tertiary,b'bm8=',1196,b'bm8=',no,cellular,20,aug,552,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
42,technician,divorced,secondary,b'bm8=',19,b'bm8=',no,cellular,20,aug,875,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,management,single,tertiary,b'bm8=',432,b'bm8=',no,telephone,20,aug,588,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
53,technician,married,tertiary,b'bm8=',988,b'bm8=',no,cellular,20,aug,1408,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
60,admin.,married,tertiary,b'bm8=',1614,b'bm8=',no,cellular,20,aug,921,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,technician,single,secondary,b'bm8=',163,b'eWVz',no,cellular,20,aug,627,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
37,technician,married,tertiary,b'bm8=',247,b'bm8=',no,cellular,20,aug,625,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
45,admin.,married,secondary,b'bm8=',236,b'bm8=',no,cellular,20,aug,703,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,technician,single,secondary,b'bm8=',666,b'bm8=',no,cellular,21,aug,1503,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
56,technician,married,tertiary,b'bm8=',73,b'bm8=',no,cellular,21,aug,644,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
57,technician,divorced,tertiary,b'bm8=',96,b'bm8=',no,cellular,21,aug,913,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,management,single,tertiary,b'bm8=',46,b'bm8=',no,cellular,21,aug,788,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
50,services,married,secondary,b'bm8=',1501,b'bm8=',no,cellular,21,aug,946,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
30,services,single,tertiary,b'bm8=',-477,b'bm8=',yes,cellular,21,aug,1532,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
56,admin.,married,secondary,b'bm8=',1694,b'bm8=',no,cellular,21,aug,793,10,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
55,blue-collar,married,secondary,b'bm8=',196,b'bm8=',no,cellular,21,aug,81,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,self-employed,single,tertiary,b'bm8=',462,b'bm8=',no,cellular,21,aug,1877,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
52,management,married,tertiary,b'bm8=',1227,b'bm8=',no,cellular,22,aug,1123,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,management,single,tertiary,b'bm8=',522,b'bm8=',no,cellular,22,aug,576,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,self-employed,married,tertiary,b'bm8=',94,b'bm8=',no,cellular,22,aug,579,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
44,technician,married,secondary,b'bm8=',267,b'bm8=',no,cellular,22,aug,520,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,management,married,tertiary,b'bm8=',4570,b'bm8=',no,cellular,22,aug,1258,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
53,blue-collar,married,secondary,b'bm8=',25,b'bm8=',no,cellular,22,aug,528,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
46,management,single,tertiary,b'bm8=',0,b'bm8=',no,cellular,22,aug,686,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
46,entrepreneur,married,tertiary,b'bm8=',1920,b'bm8=',no,cellular,22,aug,604,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
59,admin.,married,secondary,b'bm8=',1575,b'eWVz',no,cellular,22,aug,1241,11,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
51,unemployed,married,secondary,b'bm8=',234,b'bm8=',no,cellular,22,aug,735,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
57,retired,married,primary,b'bm8=',3518,b'eWVz',no,cellular,25,aug,626,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
43,technician,married,secondary,b'bm8=',136,b'bm8=',no,cellular,25,aug,363,7,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
48,management,single,tertiary,b'bm8=',830,b'bm8=',no,cellular,25,aug,961,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,housemaid,married,primary,b'bm8=',2054,b'bm8=',no,cellular,25,aug,472,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
59,blue-collar,married,primary,b'bm8=',-546,b'bm8=',no,cellular,25,aug,1152,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
58,blue-collar,married,primary,b'bm8=',5188,b'eWVz',no,cellular,25,aug,606,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,management,single,tertiary,b'bm8=',1882,b'bm8=',no,cellular,25,aug,497,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
44,management,married,tertiary,b'bm8=',792,b'bm8=',no,cellular,25,aug,630,7,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
47,blue-collar,married,unknown,b'eWVz',162,b'bm8=',no,cellular,25,aug,366,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,technician,married,secondary,b'bm8=',1035,b'bm8=',no,cellular,25,aug,1374,10,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
51,retired,married,tertiary,b'bm8=',746,b'bm8=',no,cellular,25,aug,372,5,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
60,unknown,married,unknown,b'bm8=',17297,b'bm8=',no,cellular,26,aug,664,11,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
46,admin.,married,secondary,b'bm8=',22,b'bm8=',no,cellular,26,aug,388,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
41,technician,married,tertiary,b'bm8=',231,b'bm8=',no,cellular,26,aug,428,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
34,self-employed,single,secondary,b'bm8=',296,b'bm8=',no,cellular,27,aug,609,13,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
31,technician,divorced,tertiary,b'bm8=',0,b'bm8=',no,cellular,27,aug,581,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
37,management,married,tertiary,b'bm8=',40,b'bm8=',no,cellular,27,aug,1033,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
59,retired,married,secondary,b'bm8=',2396,b'bm8=',no,cellular,27,aug,1040,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
55,services,married,unknown,b'bm8=',2944,b'bm8=',no,cellular,27,aug,672,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,management,single,tertiary,b'bm8=',7084,b'bm8=',no,cellular,27,aug,512,8,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
30,technician,married,tertiary,b'bm8=',569,b'bm8=',no,cellular,27,aug,976,12,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,management,married,tertiary,b'bm8=',0,b'bm8=',no,telephone,27,aug,645,9,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
44,management,married,tertiary,b'bm8=',1138,b'bm8=',no,cellular,27,aug,523,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,technician,divorced,secondary,b'bm8=',54,b'eWVz',no,cellular,27,aug,1642,3,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
33,management,single,tertiary,b'bm8=',2637,b'bm8=',no,cellular,28,aug,583,17,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
36,technician,married,secondary,b'bm8=',2473,b'bm8=',no,cellular,28,aug,965,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
53,blue-collar,married,primary,b'bm8=',5603,b'bm8=',no,cellular,28,aug,2372,6,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
47,admin.,divorced,secondary,b'bm8=',225,b'bm8=',no,cellular,28,aug,1126,4,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
39,management,married,tertiary,b'bm8=',-17,b'eWVz',yes,cellular,28,aug,908,1,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
35,technician,single,secondary,b'bm8=',3490,b'eWVz',no,cellular,29,aug,643,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
32,management,single,tertiary,b'bm8=',769,b'bm8=',no,cellular,29,aug,695,2,b'LTE=',b'MA==',b'dW5rbm93bg==',yes
