age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
47,entrepreneur,married,tertiary,b'bm8=',b'MA==',b'bm8=',no,cellular,16,feb,261,2,-1,b'MA==',unknown,yes
44,admin.,married,tertiary,b'bm8=',b'MzQ4',b'eWVz',yes,cellular,16,feb,170,2,-1,b'MA==',unknown,yes
37,technician,single,secondary,b'bm8=',b'MjQ0Mg==',b'bm8=',no,cellular,16,feb,91,3,-1,b'MA==',unknown,yes
37,services,married,secondary,b'bm8=',b'MTU0Mw==',b'eWVz',no,cellular,16,feb,138,2,-1,b'MA==',unknown,yes
28,self-employed,single,tertiary,b'bm8=',b'ODA1',b'bm8=',no,cellular,16,feb,331,1,-1,b'MA==',unknown,yes
21,blue-collar,single,secondary,b'bm8=',b'MjI2NQ==',b'bm8=',no,cellular,17,feb,92,2,-1,b'MA==',unknown,yes
32,management,single,tertiary,b'bm8=',b'MzEy',b'bm8=',no,cellular,17,feb,232,2,-1,b'MA==',unknown,yes
51,technician,married,secondary,b'bm8=',b'MTk2',b'eWVz',yes,cellular,17,feb,88,1,-1,b'MA==',unknown,yes
26,student,single,secondary,b'bm8=',b'NjIw',b'bm8=',no,cellular,17,feb,104,1,-1,b'MA==',unknown,yes
74,retired,married,secondary,b'bm8=',b'MTcxNA==',b'bm8=',no,telephone,17,feb,127,1,-1,b'MA==',unknown,yes
65,retired,married,tertiary,b'bm8=',b'MjQxNg==',b'bm8=',no,cellular,17,feb,221,2,-1,b'MA==',unknown,yes
47,technician,married,secondary,b'bm8=',b'MzM1',b'bm8=',no,cellular,17,feb,226,1,-1,b'MA==',unknown,yes
38,admin.,married,secondary,b'bm8=',b'NzU1',b'eWVz',no,cellular,17,feb,120,1,-1,b'MA==',unknown,yes
71,retired,married,secondary,b'bm8=',b'Mjg1MA==',b'bm8=',no,cellular,17,feb,185,1,-1,b'MA==',unknown,yes
29,services,married,secondary,b'bm8=',b'MTEzNQ==',b'eWVz',no,cellular,17,feb,323,1,-1,b'MA==',unknown,yes
61,retired,married,primary,b'bm8=',b'MTk3',b'bm8=',no,cellular,17,feb,113,1,-1,b'MA==',unknown,yes
57,retired,divorced,primary,b'bm8=',b'NzIw',b'bm8=',no,telephone,17,feb,202,4,-1,b'MA==',unknown,yes
37,management,married,tertiary,b'bm8=',b'NTM1NQ==',b'bm8=',no,telephone,17,feb,466,4,-1,b'MA==',unknown,yes
68,retired,married,secondary,b'bm8=',b'NDQ1',b'bm8=',no,cellular,18,feb,475,1,-1,b'MA==',unknown,yes
29,management,single,tertiary,b'bm8=',b'NTM1OQ==',b'bm8=',no,cellular,18,feb,147,1,-1,b'MA==',unknown,yes
51,entrepreneur,married,primary,b'bm8=',b'MTQ0Mw==',b'bm8=',no,cellular,18,feb,172,10,-1,b'MA==',unknown,yes
41,technician,divorced,secondary,b'bm8=',b'NDA0Nw==',b'eWVz',no,cellular,18,feb,343,1,-1,b'MA==',unknown,yes
24,student,single,secondary,b'bm8=',b'MjM4Nzg=',b'bm8=',no,cellular,18,feb,185,1,-1,b'MA==',unknown,yes
24,blue-collar,single,secondary,b'bm8=',b'MTY3',b'bm8=',yes,cellular,18,feb,134,2,-1,b'MA==',unknown,yes
59,unemployed,married,secondary,b'bm8=',b'MTA0Nw==',b'bm8=',no,cellular,18,feb,83,3,-1,b'MA==',unknown,yes
85,retired,divorced,primary,b'bm8=',b'NzYxMw==',b'bm8=',no,cellular,18,feb,355,3,-1,b'MA==',unknown,yes
51,technician,married,secondary,b'bm8=',b'MTE3',b'bm8=',no,cellular,18,feb,442,2,-1,b'MA==',unknown,yes
39,technician,married,secondary,b'bm8=',b'MjI2Ng==',b'bm8=',no,cellular,18,feb,208,4,-1,b'MA==',unknown,yes
44,management,married,primary,b'bm8=',b'NTU4',b'bm8=',no,cellular,19,feb,268,5,-1,b'MA==',unknown,yes
26,admin.,single,secondary,b'bm8=',b'MjUwOQ==',b'bm8=',no,cellular,19,feb,654,3,-1,b'MA==',unknown,yes
48,management,married,tertiary,b'bm8=',b'MTgwOA==',b'eWVz',no,cellular,26,feb,245,1,-1,b'MA==',unknown,yes
37,technician,single,secondary,b'bm8=',b'MTEzMA==',b'bm8=',no,cellular,26,feb,152,1,-1,b'MA==',unknown,yes
71,retired,married,tertiary,b'bm8=',b'NjUz',b'bm8=',no,telephone,26,feb,367,1,-1,b'MA==',unknown,yes
62,housemaid,married,unknown,b'bm8=',b'MjAyMQ==',b'bm8=',no,telephone,26,feb,361,1,-1,b'MA==',unknown,yes
26,admin.,single,tertiary,b'bm8=',b'MzEz',b'bm8=',yes,cellular,26,feb,210,2,-1,b'MA==',unknown,yes
43,unemployed,single,tertiary,b'bm8=',b'OTgz',b'eWVz',no,cellular,26,feb,97,1,-1,b'MA==',unknown,yes
30,management,single,tertiary,b'bm8=',b'NTU2MQ==',b'eWVz',no,cellular,27,feb,195,1,100,b'MQ==',success,yes
50,management,married,unknown,b'bm8=',b'ODM0NQ==',b'bm8=',no,cellular,27,feb,194,1,261,b'MQ==',failure,yes
25,technician,single,secondary,b'bm8=',b'MTIzMQ==',b'eWVz',no,cellular,27,feb,412,5,-1,b'MA==',unknown,yes
25,admin.,single,tertiary,b'bm8=',b'MzczMA==',b'eWVz',no,cellular,27,feb,353,1,-1,b'MA==',unknown,yes
31,management,single,tertiary,b'bm8=',b'OTI0',b'bm8=',no,cellular,27,feb,172,1,-1,b'MA==',unknown,yes
28,technician,single,tertiary,b'bm8=',b'MjQ4OQ==',b'eWVz',no,telephone,27,feb,342,2,-1,b'MA==',unknown,yes
66,retired,married,secondary,b'bm8=',b'OTk1',b'bm8=',no,cellular,27,feb,131,2,-1,b'MA==',unknown,yes
41,management,married,secondary,b'bm8=',b'Mjgw',b'eWVz',no,cellular,27,feb,87,2,-1,b'MA==',unknown,yes
46,technician,married,secondary,b'bm8=',b'MzQzNA==',b'bm8=',yes,cellular,27,feb,115,1,-1,b'MA==',unknown,yes
42,unemployed,married,tertiary,b'bm8=',b'NTc2',b'bm8=',no,cellular,27,feb,156,1,-1,b'MA==',unknown,yes
28,technician,single,secondary,b'bm8=',b'MTM2Mw==',b'bm8=',no,cellular,27,feb,79,1,-1,b'MA==',unknown,yes
39,blue-collar,single,primary,b'bm8=',b'NTgx',b'eWVz',no,cellular,27,feb,233,1,270,b'MQ==',other,yes
42,services,married,secondary,b'bm8=',b'MTM3Ng==',b'eWVz',no,cellular,2,mar,712,4,-1,b'MA==',unknown,yes
35,services,married,secondary,b'bm8=',b'NTI=',b'eWVz',no,cellular,2,mar,378,4,-1,b'MA==',unknown,yes
55,technician,married,secondary,b'bm8=',b'MA==',b'eWVz',yes,cellular,2,mar,116,1,-1,b'MA==',unknown,yes
37,technician,married,tertiary,b'bm8=',b'NTQ5',b'bm8=',no,cellular,2,mar,239,1,-1,b'MA==',unknown,yes
29,management,single,tertiary,b'bm8=',b'OTI=',b'bm8=',no,cellular,2,mar,175,5,-1,b'MA==',unknown,yes
49,management,married,tertiary,b'bm8=',b'Mjg4MQ==',b'bm8=',no,cellular,2,mar,120,3,-1,b'MA==',unknown,yes
44,technician,single,secondary,b'bm8=',b'MjUw',b'bm8=',no,telephone,2,mar,382,2,-1,b'MA==',unknown,yes
54,admin.,married,secondary,b'bm8=',b'NjAy',b'bm8=',no,cellular,3,mar,143,2,-1,b'MA==',unknown,yes
28,management,single,tertiary,b'bm8=',b'NzMw',b'eWVz',no,cellular,3,mar,631,1,-1,b'MA==',unknown,yes
30,admin.,single,secondary,b'bm8=',b'NTIz',b'bm8=',yes,cellular,3,mar,83,1,-1,b'MA==',unknown,yes
47,technician,married,secondary,b'bm8=',b'Mjkz',b'bm8=',no,cellular,3,mar,499,1,-1,b'MA==',unknown,yes
34,blue-collar,single,secondary,b'bm8=',b'MjE1',b'bm8=',no,cellular,3,mar,350,3,-1,b'MA==',unknown,yes
37,unknown,single,tertiary,b'bm8=',b'MA==',b'bm8=',no,cellular,3,mar,426,1,-1,b'MA==',unknown,yes
25,self-employed,single,tertiary,b'bm8=',b'NDI=',b'eWVz',no,cellular,3,mar,320,1,-1,b'MA==',unknown,yes
29,technician,single,secondary,b'bm8=',b'MzE2',b'eWVz',no,cellular,3,mar,156,1,-1,b'MA==',unknown,yes
62,management,married,secondary,b'bm8=',b'NDU2Mg==',b'eWVz',no,cellular,3,mar,168,1,-1,b'MA==',unknown,yes
58,management,divorced,secondary,b'bm8=',b'MTAxODA=',b'bm8=',no,cellular,3,mar,180,2,-1,b'MA==',unknown,yes
46,management,married,tertiary,b'bm8=',b'MA==',b'bm8=',no,cellular,3,mar,305,13,-1,b'MA==',unknown,yes
56,retired,married,tertiary,b'bm8=',b'Mjgx',b'bm8=',no,cellular,3,mar,96,2,-1,b'MA==',unknown,yes
33,management,married,tertiary,b'bm8=',b'MjUw',b'bm8=',no,cellular,4,mar,377,6,-1,b'MA==',unknown,yes
27,student,single,tertiary,b'bm8=',b'MA==',b'bm8=',no,cellular,5,mar,82,3,-1,b'MA==',unknown,yes
60,retired,married,secondary,b'bm8=',b'NDA0',b'bm8=',no,cellular,5,mar,308,2,196,b'Mg==',failure,yes
32,management,single,tertiary,b'bm8=',b'NTA2',b'bm8=',no,cellular,5,mar,63,2,-1,b'MA==',unknown,yes
83,retired,divorced,primary,b'bm8=',b'MTA5Nw==',b'bm8=',no,telephone,5,mar,181,1,-1,b'MA==',unknown,yes
35,self-employed,married,tertiary,b'bm8=',b'MzY5OA==',b'eWVz',no,cellular,5,mar,106,1,-1,b'MA==',unknown,yes
31,management,divorced,tertiary,b'bm8=',b'ODgz',b'eWVz',no,cellular,5,mar,112,2,106,b'MQ==',failure,yes
30,student,single,tertiary,b'bm8=',b'MjUzOQ==',b'bm8=',no,telephone,5,mar,199,5,-1,b'MA==',unknown,yes
29,technician,married,secondary,b'bm8=',b'MjMyNg==',b'bm8=',no,cellular,6,mar,195,1,-1,b'MA==',unknown,yes
36,management,single,tertiary,b'bm8=',b'ODEx',b'bm8=',no,cellular,6,mar,229,1,-1,b'MA==',unknown,yes
57,management,married,tertiary,b'bm8=',b'MjU2',b'bm8=',no,cellular,6,mar,227,1,-1,b'MA==',unknown,yes
21,blue-collar,single,secondary,b'bm8=',b'Njgy',b'bm8=',no,cellular,6,mar,266,1,-1,b'MA==',unknown,yes
44,management,single,tertiary,b'bm8=',b'NDgz',b'bm8=',no,cellular,6,mar,207,2,199,b'Ng==',success,yes
23,management,single,tertiary,b'bm8=',b'MTUwNg==',b'bm8=',no,cellular,9,mar,131,4,-1,b'MA==',unknown,yes
34,management,single,tertiary,b'bm8=',b'NTc1',b'bm8=',no,cellular,9,mar,116,1,-1,b'MA==',unknown,yes
32,self-employed,married,secondary,b'bm8=',b'NDA5',b'bm8=',no,cellular,9,mar,217,2,-1,b'MA==',unknown,yes
37,unemployed,single,tertiary,b'bm8=',b'MTMxNg==',b'eWVz',no,cellular,10,mar,350,2,112,b'Mw==',failure,yes
35,management,single,tertiary,b'bm8=',b'Njcx',b'eWVz',no,cellular,10,mar,112,1,-1,b'MA==',unknown,yes
47,management,married,tertiary,b'bm8=',b'MjM1MQ==',b'bm8=',no,cellular,10,mar,80,1,-1,b'MA==',unknown,yes
61,management,married,tertiary,b'bm8=',b'OTk3',b'bm8=',no,cellular,10,mar,106,1,-1,b'MA==',unknown,yes
30,management,single,tertiary,b'bm8=',b'NDgwOA==',b'bm8=',no,cellular,10,mar,272,1,-1,b'MA==',unknown,yes
70,retired,married,secondary,b'bm8=',b'NjQyMg==',b'bm8=',no,cellular,10,mar,122,1,-1,b'MA==',unknown,yes
52,management,married,tertiary,b'bm8=',b'MzE=',b'bm8=',no,cellular,10,mar,135,1,-1,b'MA==',unknown,yes
28,management,single,secondary,b'bm8=',b'MTcx',b'bm8=',no,cellular,10,mar,93,1,-1,b'MA==',unknown,yes
57,management,married,tertiary,b'bm8=',b'MjY4MQ==',b'bm8=',no,cellular,11,mar,266,2,-1,b'MA==',unknown,yes
24,admin.,single,tertiary,b'bm8=',b'LTYx',b'bm8=',no,cellular,11,mar,95,4,-1,b'MA==',unknown,yes
32,management,married,tertiary,b'bm8=',b'ODkyOQ==',b'bm8=',no,cellular,11,mar,126,1,-1,b'MA==',unknown,yes
65,housemaid,married,primary,b'bm8=',b'NzE1',b'bm8=',no,cellular,11,mar,323,1,-1,b'MA==',unknown,yes
44,management,married,tertiary,b'bm8=',b'MTA1OA==',b'bm8=',no,cellular,11,mar,188,3,-1,b'MA==',unknown,yes
32,entrepreneur,single,tertiary,b'bm8=',b'LTM0',b'eWVz',no,cellular,11,mar,101,1,-1,b'MA==',unknown,yes
33,technician,single,tertiary,b'bm8=',b'MjU4',b'bm8=',no,cellular,12,mar,80,4,-1,b'MA==',unknown,yes
53,services,divorced,secondary,b'bm8=',b'MA==',b'bm8=',no,cellular,12,mar,80,2,-1,b'MA==',unknown,yes
31,management,divorced,tertiary,b'bm8=',b'NzE=',b'bm8=',no,cellular,12,mar,119,1,-1,b'MA==',unknown,yes
58,self-employed,married,tertiary,b'bm8=',b'NTgxMA==',b'bm8=',no,cellular,12,mar,139,1,-1,b'MA==',unknown,yes
30,management,single,tertiary,b'bm8=',b'MzQ3Mw==',b'bm8=',no,cellular,12,mar,1209,2,-1,b'MA==',unknown,yes
47,blue-collar,married,secondary,b'bm8=',b'MjM4',b'eWVz',yes,cellular,13,mar,3076,1,-1,b'MA==',unknown,yes
60,technician,married,secondary,b'bm8=',b'MTc0MA==',b'bm8=',no,cellular,13,mar,296,2,-1,b'MA==',unknown,yes
36,entrepreneur,divorced,tertiary,b'bm8=',b'MzQwNw==',b'bm8=',no,cellular,16,mar,392,4,-1,b'MA==',unknown,yes
37,services,single,secondary,b'bm8=',b'MTA0NQ==',b'bm8=',no,cellular,17,mar,406,2,41,b'MQ==',failure,yes
43,admin.,married,secondary,b'bm8=',b'MTMy',b'bm8=',no,cellular,17,mar,220,1,-1,b'MA==',unknown,yes
37,admin.,single,tertiary,b'bm8=',b'MTAwMA==',b'eWVz',no,cellular,17,mar,195,1,-1,b'MA==',unknown,yes
31,management,single,tertiary,b'bm8=',b'MTE1',b'bm8=',no,cellular,17,mar,187,1,-1,b'MA==',unknown,yes
31,technician,married,secondary,b'bm8=',b'MTgw',b'bm8=',no,cellular,17,mar,299,2,-1,b'MA==',unknown,yes
30,management,single,tertiary,b'bm8=',b'MjAx',b'eWVz',no,cellular,17,mar,325,2,-1,b'MA==',unknown,yes
30,management,married,tertiary,b'bm8=',b'ODA4OQ==',b'eWVz',no,cellular,18,mar,232,2,294,b'Mg==',failure,yes
32,admin.,single,tertiary,b'bm8=',b'ODg2Ng==',b'bm8=',no,cellular,18,mar,278,2,-1,b'MA==',unknown,yes
35,admin.,married,secondary,b'bm8=',b'Mg==',b'eWVz',no,cellular,18,mar,194,1,-1,b'MA==',unknown,yes
59,technician,married,secondary,b'bm8=',b'MjU5',b'bm8=',no,cellular,18,mar,224,1,-1,b'MA==',unknown,yes
33,housemaid,single,tertiary,b'bm8=',b'MTEwNw==',b'eWVz',no,cellular,18,mar,201,1,-1,b'MA==',unknown,yes
37,management,single,tertiary,b'bm8=',b'MTczMA==',b'bm8=',no,cellular,19,mar,167,1,-1,b'MA==',unknown,yes
31,services,married,secondary,b'bm8=',b'NDQ3',b'bm8=',no,cellular,19,mar,220,3,-1,b'MA==',unknown,yes
26,management,single,tertiary,b'bm8=',b'Mjc4Ng==',b'bm8=',no,cellular,23,mar,415,1,-1,b'MA==',unknown,yes
53,technician,married,secondary,b'bm8=',b'MTAxODU=',b'bm8=',no,cellular,23,mar,115,1,-1,b'MA==',unknown,yes
34,unemployed,married,secondary,b'bm8=',b'OTc4',b'bm8=',no,cellular,24,mar,132,1,-1,b'MA==',unknown,yes
46,management,divorced,tertiary,b'bm8=',b'LTEzMA==',b'eWVz',no,cellular,24,mar,144,2,-1,b'MA==',unknown,yes
76,retired,divorced,primary,b'bm8=',b'MzA0OQ==',b'bm8=',no,cellular,24,mar,170,3,-1,b'MA==',unknown,yes
46,management,married,tertiary,b'bm8=',b'MTEzODU=',b'bm8=',no,cellular,24,mar,269,3,-1,b'MA==',unknown,yes
83,retired,divorced,primary,b'bm8=',b'NDY=',b'bm8=',no,cellular,25,mar,115,1,-1,b'MA==',unknown,yes
23,student,single,secondary,b'bm8=',b'NDEyNg==',b'bm8=',no,cellular,25,mar,96,2,-1,b'MA==',unknown,yes
34,management,single,tertiary,b'bm8=',b'MjEy',b'bm8=',no,cellular,25,mar,278,8,-1,b'MA==',unknown,yes
24,student,single,secondary,b'bm8=',b'MTI1MA==',b'bm8=',no,cellular,25,mar,411,2,-1,b'MA==',unknown,yes
41,management,divorced,tertiary,b'bm8=',b'MjU=',b'eWVz',yes,cellular,26,mar,117,2,-1,b'MA==',unknown,yes
28,admin.,single,secondary,b'bm8=',b'MTI3Nw==',b'bm8=',no,cellular,26,mar,475,1,-1,b'MA==',unknown,yes
34,technician,married,secondary,b'bm8=',b'Mzkw',b'eWVz',no,cellular,27,mar,95,2,231,b'Mg==',failure,yes
77,retired,married,secondary,b'bm8=',b'OTYwMQ==',b'bm8=',no,telephone,27,mar,515,1,-1,b'MA==',unknown,yes
36,management,married,secondary,b'bm8=',b'NTY1',b'bm8=',no,cellular,27,mar,300,1,-1,b'MA==',unknown,yes
58,management,married,tertiary,b'bm8=',b'MTM4NA==',b'eWVz',no,cellular,27,mar,342,1,-1,b'MA==',unknown,yes
46,admin.,married,secondary,b'bm8=',b'LTUyMg==',b'eWVz',no,cellular,27,mar,243,3,239,b'MTM=',other,yes
59,retired,married,tertiary,b'bm8=',b'OTY3Ng==',b'bm8=',no,telephone,27,mar,234,2,-1,b'MA==',unknown,yes
19,student,single,primary,b'bm8=',b'MTM0',b'bm8=',no,cellular,27,mar,271,2,-1,b'MA==',unknown,yes
23,management,single,tertiary,b'bm8=',b'MjE0Mw==',b'bm8=',no,cellular,30,mar,180,2,-1,b'MA==',unknown,yes
27,management,single,tertiary,b'bm8=',b'ODMx',b'bm8=',no,cellular,30,mar,1081,2,-1,b'MA==',unknown,yes
73,retired,divorced,primary,b'bm8=',b'MjMwOA==',b'bm8=',no,telephone,30,mar,163,2,-1,b'MA==',unknown,yes
41,management,married,tertiary,b'bm8=',b'MTQ2OA==',b'eWVz',no,cellular,31,mar,237,3,-1,b'MA==',unknown,yes
30,admin.,single,tertiary,b'bm8=',b'MzEx',b'bm8=',no,cellular,31,mar,158,2,-1,b'MA==',unknown,yes
26,admin.,single,secondary,b'bm8=',b'Mjc0',b'bm8=',no,cellular,1,apr,351,3,-1,b'MA==',unknown,yes
38,blue-collar,single,tertiary,b'bm8=',b'MTcy',b'eWVz',no,cellular,1,apr,1176,1,-1,b'MA==',unknown,yes
46,management,divorced,tertiary,b'bm8=',b'NTA3',b'eWVz',no,cellular,1,apr,1196,1,-1,b'MA==',unknown,yes
27,technician,single,tertiary,b'bm8=',b'Mzkz',b'bm8=',no,cellular,1,apr,165,2,-1,b'MA==',unknown,yes
63,self-employed,married,tertiary,b'bm8=',b'LTM5',b'bm8=',no,cellular,1,apr,387,2,-1,b'MA==',unknown,yes
34,admin.,married,secondary,b'bm8=',b'MTQ3NA==',b'bm8=',no,cellular,2,apr,739,2,-1,b'MA==',unknown,yes
32,admin.,single,secondary,b'bm8=',b'NDcx',b'bm8=',yes,cellular,2,apr,243,3,-1,b'MA==',unknown,yes
33,management,single,tertiary,b'bm8=',b'MzE2MQ==',b'eWVz',no,cellular,2,apr,313,3,-1,b'MA==',unknown,yes
47,blue-collar,married,secondary,b'bm8=',b'MTYxMg==',b'eWVz',no,cellular,2,apr,1164,1,-1,b'MA==',unknown,yes
48,admin.,divorced,secondary,b'bm8=',b'NDA5OQ==',b'bm8=',no,cellular,2,apr,397,2,-1,b'MA==',unknown,yes
58,unknown,married,unknown,b'bm8=',b'Njg=',b'bm8=',no,cellular,2,apr,268,1,-1,b'MA==',unknown,yes
50,management,married,tertiary,b'bm8=',b'NDE0',b'eWVz',no,cellular,3,apr,707,1,302,b'Mw==',failure,yes
26,blue-collar,single,secondary,b'bm8=',b'NTAwNQ==',b'bm8=',yes,cellular,3,apr,117,1,-1,b'MA==',unknown,yes
39,blue-collar,married,secondary,b'bm8=',b'MTc1Ng==',b'eWVz',no,cellular,3,apr,939,1,-1,b'MA==',unknown,yes
55,blue-collar,divorced,secondary,b'bm8=',b'MTYxMw==',b'eWVz',no,cellular,3,apr,296,1,270,b'Mw==',failure,yes
41,self-employed,married,secondary,b'bm8=',b'MzEyMw==',b'eWVz',no,cellular,3,apr,1203,2,135,b'Mg==',failure,yes
54,entrepreneur,divorced,unknown,b'bm8=',b'NDczNg==',b'eWVz',no,telephone,6,apr,475,6,307,b'NQ==',failure,yes
33,technician,single,tertiary,b'bm8=',b'MTI3',b'eWVz',no,cellular,6,apr,583,2,222,b'MTc=',failure,yes
42,management,single,tertiary,b'bm8=',b'MTE4OTE=',b'bm8=',no,cellular,6,apr,158,1,-1,b'MA==',unknown,yes
50,blue-collar,married,primary,b'bm8=',b'NDk3OQ==',b'bm8=',no,telephone,6,apr,180,1,-1,b'MA==',unknown,yes
40,management,married,secondary,b'bm8=',b'NzU0',b'bm8=',yes,cellular,6,apr,635,1,-1,b'MA==',unknown,yes
37,admin.,married,secondary,b'bm8=',b'MTIwNw==',b'eWVz',no,telephone,6,apr,1353,2,138,b'Mg==',success,yes
44,blue-collar,single,secondary,b'bm8=',b'NzEy',b'eWVz',yes,cellular,6,apr,740,3,-1,b'MA==',unknown,yes
30,blue-collar,single,tertiary,b'bm8=',b'Mjk3',b'bm8=',no,cellular,7,apr,465,4,-1,b'MA==',unknown,yes
26,self-employed,single,secondary,b'bm8=',b'MzY3Ng==',b'bm8=',no,cellular,7,apr,148,1,-1,b'MA==',unknown,yes
47,unemployed,married,secondary,b'bm8=',b'ODE3',b'bm8=',no,cellular,7,apr,721,4,-1,b'MA==',unknown,yes
46,blue-collar,single,tertiary,b'bm8=',b'Mjgz',b'bm8=',no,cellular,7,apr,299,1,-1,b'MA==',unknown,yes
25,admin.,single,secondary,b'bm8=',b'ODI=',b'bm8=',yes,cellular,7,apr,104,2,-1,b'MA==',unknown,yes
56,technician,married,secondary,b'bm8=',b'Mjg0Nw==',b'bm8=',no,cellular,8,apr,327,1,-1,b'MA==',unknown,yes
36,blue-collar,single,secondary,b'bm8=',b'MTgyMg==',b'eWVz',no,cellular,8,apr,952,1,323,b'MQ==',other,yes
35,technician,single,secondary,b'bm8=',b'MTY=',b'eWVz',no,cellular,8,apr,903,1,-1,b'MA==',unknown,yes
54,unemployed,married,secondary,b'bm8=',b'Mzc3',b'bm8=',no,cellular,8,apr,1134,1,-1,b'MA==',unknown,yes
48,management,married,secondary,b'bm8=',b'NDQxNQ==',b'eWVz',no,cellular,8,apr,1032,3,141,b'Nw==',failure,yes
32,technician,married,secondary,b'bm8=',b'MzAz',b'eWVz',no,cellular,8,apr,150,1,267,b'NA==',failure,yes
60,admin.,divorced,secondary,b'bm8=',b'MTIwMzk=',b'bm8=',no,telephone,8,apr,236,1,-1,b'MA==',unknown,yes
67,retired,married,secondary,b'bm8=',b'MTQ0Mw==',b'bm8=',no,cellular,8,apr,245,1,-1,b'MA==',unknown,yes
32,management,single,tertiary,b'bm8=',b'MTc4MQ==',b'bm8=',no,cellular,8,apr,321,1,-1,b'MA==',unknown,yes
26,admin.,married,secondary,b'bm8=',b'MzQxNQ==',b'bm8=',no,cellular,8,apr,209,1,-1,b'MA==',unknown,yes
33,management,single,tertiary,b'bm8=',b'MzE4',b'eWVz',no,cellular,8,apr,1190,1,141,b'Mw==',other,yes
21,student,single,primary,b'bm8=',b'NDIz',b'bm8=',no,cellular,8,apr,104,5,-1,b'MA==',unknown,yes
30,technician,single,secondary,b'bm8=',b'MjU0NA==',b'bm8=',no,cellular,8,apr,108,2,-1,b'MA==',unknown,yes
27,student,single,secondary,b'bm8=',b'MjYxNA==',b'bm8=',no,cellular,8,apr,143,2,-1,b'MA==',unknown,yes
30,services,single,secondary,b'bm8=',b'MTI2OA==',b'eWVz',no,cellular,8,apr,105,4,320,b'OA==',other,yes
36,blue-collar,married,secondary,b'bm8=',b'NTM2',b'eWVz',no,cellular,8,apr,274,3,-1,b'MA==',unknown,yes
27,admin.,married,secondary,b'bm8=',b'MTI5Mw==',b'eWVz',no,cellular,8,apr,1665,3,-1,b'MA==',unknown,yes
29,management,single,tertiary,b'bm8=',b'MTM3Nw==',b'bm8=',no,cellular,8,apr,548,2,-1,b'MA==',unknown,yes
38,blue-collar,single,secondary,b'bm8=',b'MjU4MA==',b'eWVz',no,cellular,8,apr,1691,2,264,b'Mw==',failure,yes
23,admin.,single,tertiary,b'bm8=',b'MzE0',b'bm8=',yes,cellular,8,apr,142,4,-1,b'MA==',unknown,yes
38,technician,married,tertiary,b'bm8=',b'MjA2',b'bm8=',no,cellular,8,apr,350,2,-1,b'MA==',unknown,yes
30,technician,single,secondary,b'bm8=',b'MzI4Ng==',b'eWVz',no,cellular,9,apr,743,1,-1,b'MA==',unknown,yes
41,services,married,secondary,b'bm8=',b'ODAz',b'eWVz',no,cellular,9,apr,592,4,316,b'Mw==',failure,yes
33,technician,single,secondary,b'bm8=',b'NzE5',b'eWVz',no,cellular,9,apr,448,2,316,b'Ng==',failure,yes
35,admin.,married,secondary,b'bm8=',b'ODk4',b'eWVz',no,cellular,9,apr,214,1,-1,b'MA==',unknown,yes
29,admin.,married,tertiary,b'bm8=',b'MzMy',b'bm8=',no,cellular,9,apr,179,1,-1,b'MA==',unknown,yes
68,retired,divorced,primary,b'bm8=',b'Njk1',b'bm8=',no,cellular,9,apr,233,1,-1,b'MA==',unknown,yes
20,student,single,secondary,b'bm8=',b'MTgxOQ==',b'bm8=',no,cellular,9,apr,245,3,-1,b'MA==',unknown,yes
30,management,single,tertiary,b'bm8=',b'MjU0NA==',b'bm8=',no,cellular,9,apr,152,2,-1,b'MA==',unknown,yes
32,blue-collar,married,secondary,b'bm8=',b'NzU5',b'eWVz',no,cellular,9,apr,317,5,-1,b'MA==',unknown,yes
28,management,divorced,tertiary,b'bm8=',b'MjI5',b'eWVz',no,cellular,9,apr,1042,2,315,b'Mg==',other,yes
45,blue-collar,married,secondary,b'bm8=',b'OTY=',b'eWVz',no,cellular,13,apr,348,3,256,b'Mg==',failure,yes
29,technician,single,secondary,b'bm8=',b'MTEw',b'eWVz',no,cellular,13,apr,1036,1,-1,b'MA==',unknown,yes
31,blue-collar,married,secondary,b'bm8=',b'MTQwNg==',b'eWVz',yes,cellular,13,apr,1091,2,-1,b'MA==',unknown,yes
39,services,divorced,secondary,b'bm8=',b'MA==',b'eWVz',no,cellular,13,apr,1006,2,-1,b'MA==',unknown,yes
42,blue-collar,married,primary,b'bm8=',b'MjEwMw==',b'eWVz',no,cellular,13,apr,384,2,-1,b'MA==',unknown,yes
35,management,single,tertiary,b'bm8=',b'MTU5OQ==',b'eWVz',yes,cellular,13,apr,407,1,-1,b'MA==',unknown,yes
34,technician,single,tertiary,b'bm8=',b'OTI1',b'eWVz',no,cellular,13,apr,709,1,-1,b'MA==',unknown,yes
26,management,single,tertiary,b'bm8=',b'LTM=',b'bm8=',no,cellular,13,apr,1022,2,-1,b'MA==',unknown,yes
29,services,divorced,secondary,b'bm8=',b'ODQ=',b'eWVz',no,cellular,13,apr,1101,2,-1,b'MA==',unknown,yes
44,self-employed,single,tertiary,b'bm8=',b'MTM2Nw==',b'eWVz',no,cellular,13,apr,1232,3,146,b'MQ==',other,yes
34,management,married,tertiary,b'bm8=',b'NzAz',b'eWVz',no,cellular,14,apr,342,1,-1,b'MA==',unknown,yes
